group,target_names,anchor_names,layer,variant,target_rank,anchor_rank,true_leakage,projector_leakage_crosscheck,raw_frozen_s_preservation_loss,normalized_frozen_s_preservation_distortion,frozen_s_delta_vs_variant_c,frozen_s_ratio_vs_variant_c,anchor_feature_drift,anchor_delta_vs_variant_c,anchor_ratio_vs_variant_c,anchor_delta_vs_variant_d,orthogonality_residual,exact_mapping_residual,determinant
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,1.115839576799142e-29,1.229123297639876e-29,2227.2799461137356,0.062113138956063442,-0.055978832686782824,0.52597257960868427,0.83733455335744222,0.69408618307983505,5.845333889207506,0,6.7293839218784179e-12,1.5834714527280934e-14,-1.0000000000801477
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_v,E_anchor_optimal_exact_orthogonal,12,12,1.1444279951167909e-29,1.2546163600252704e-29,66189.836960361892,1.8458651988366628,1.7277732271938164,15.63074248958465,0.77151935843082908,0.62827098815322191,5.3858857656507277,-0.065815194926613141,6.1095076276095494e-12,1.585006089089088e-14,-1.000000000072496
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.89194306274154922,0.89194306274170965,1582.3748902772465,0.2314180182827528,0,1,0.1537682798881381,0,1,-0.077626008172755834,2.1405740848581123e-12,,1.0000000000169706
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,1.2853006007314734e-29,1.3455957791206482e-29,383.84470648685544,0.056136242965754729,-0.17528177531699807,0.24257507424147912,0.23139428806089393,0.077626008172755834,1.5048245855987104,0,1.8543431875712544e-12,1.4956532350010206e-14,1.0000000000144935
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_v,E_anchor_optimal_exact_orthogonal,12,12,1.2936220827628615e-29,1.3514043736731314e-29,7971.7817229214015,1.1658513667250567,0.93443334844230397,5.0378590888311381,0.21328914785407049,0.059520867965932395,1.3870815750116479,-0.018105140206823439,1.9081603495341681e-12,1.5043829062103176e-14,1.0000000000149363
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.88959736740605766,0.88959736740620132,2093.1421356407109,0.1873980944324671,0,1,0.10716749010473162,0,1,-0.22201574385003989,2.1300403637629738e-12,,1.0000000000172047
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,1.1528493651826055e-29,1.2253258612575761e-29,732.11841393358782,0.065546239471252321,-0.12185185496121478,0.34977004259172606,0.3291832339547715,0.22201574385003989,3.0716706496818249,0,1.8456916967728281e-12,1.0135310876797414e-14,-1.0000000000145506
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_v,E_anchor_optimal_exact_orthogonal,12,12,1.1547604415617934e-29,1.2340740785235746e-29,13789.303673832386,1.2345502906976824,1.0471521962652153,6.5878486888380765,0.26212986527663229,0.15496237517190067,2.4459830590458034,-0.067053368678139214,1.8974712008462343e-12,1.0235657325580273e-14,1.0000000000150233
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.88795304996693891,0.88795304996710589,2235.9020523350673,0.1972893718253472,0,1,0.10091355002618024,0,1,-0.15029413074725834,2.2274168420010508e-12,,1.0000000000178653
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,1.7820572690725665e-29,1.8382519386364302e-29,762.99437340741383,0.067324362656501949,-0.12996500916884524,0.34124677895016897,0.25120768077343858,0.15029413074725834,2.4893354827797376,0,1.9558231386516053e-12,1.5567368934473885e-14,1.0000000000156117
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_v,E_anchor_optimal_exact_orthogonal,12,12,1.7944935114071373e-29,1.8463578590153055e-29,13069.508614688337,1.1532147134821902,0.95592534165684295,5.8452956832519467,0.2142131112703525,0.11329956124417226,2.1227388315521423,-0.036994569503086078,1.9450308009907567e-12,1.5611020030628561e-14,1.0000000000155451
